customer_id,join_date
CUST_00177,2024-05-02
CUST_00178,2024-07-24
CUST_00179,2025-09-21
CUST_00180,2024-03-14
CUST_00181,2023-09-28
CUST_00182,2025-08-26
CUST_00183,2024-05-12
CUST_00184,2025-08-26
CUST_00185,2025-04-13
CUST_00186,2024-01-25
CUST_00187,2023-07-13
CUST_00188,2023-07-18
CUST_00189,2025-06-01
CUST_00190,2024-12-26
CUST_00191,2025-05-17
CUST_00192,2025-04-21
CUST_00193,2025-08-14
CUST_00194,2023-04-21
CUST_00195,2023-07-21
CUST_00196,2023-05-05
CUST_00197,2025-04-04
CUST_00198,2024-11-25
CUST_00199,2023-08-12
CUST_00200,2024-05-24
CUST_00201,2024-01-28
CUST_00202,2024-01-25
CUST_00203,2025-07-07
CUST_00204,2023-10-15
CUST_00205,2025-05-14
CUST_00206,2024-01-11
CUST_00207,2024-07-24
CUST_00208,2025-08-05
CUST_00209,2024-05-26
CUST_00210,2023-06-04
CUST_00211,2025-06-26
CUST_00212,2023-07-20
CUST_00213,2023-04-14
CUST_00214,2023-01-31
CUST_00215,2023-07-11
CUST_00216,2024-04-29
CUST_00217,2023-12-07
CUST_00218,2025-04-12
CUST_00219,2025-09-21
CUST_00220,2025-09-12
CUST_00221,2024-03-13
CUST_00222,2025-04-01
CUST_00223,2023-05-01
CUST_00224,2023-12-04
CUST_00225,2025-02-15
CUST_00226,2023-01-05
CUST_00227,2025-03-10
CUST_00228,2024-06-27
CUST_00229,2025-07-20
CUST_00230,2024-08-07
CUST_00231,2025-05-16
CUST_00232,2025-09-23
CUST_00233,2023-11-14
CUST_00234,2024-01-24
CUST_00235,2024-08-30
CUST_00236,2024-03-21
CUST_00237,2023-04-30
CUST_00238,2023-05-05
CUST_00239,2024-10-04
CUST_00240,2023-04-28
CUST_00241,2023-04-13
CUST_00242,2025-09-03
CUST_00243,2025-10-26
CUST_00244,2025-12-23
CUST_00245,2023-11-19
CUST_00246,2023-04-27
CUST_00247,2025-11-06
CUST_00248,2023-06-14
CUST_00249,2024-01-16
CUST_00250,2023-05-21
CUST_00251,2023-05-20
CUST_00252,2024-04-26
CUST_00253,2025-04-06
CUST_00254,2023-09-03
CUST_00255,2024-05-19
CUST_00256,2023-03-23
CUST_00257,2023-06-17
CUST_00258,2025-05-08
CUST_00259,2025-12-06
CUST_00260,2024-10-09
CUST_00261,2024-06-18
CUST_00262,2024-02-23
CUST_00263,2024-10-05
CUST_00264,2024-05-03
CUST_00265,2024-06-27
CUST_00266,2025-03-21
CUST_00267,2023-09-26
CUST_00268,2024-09-06
CUST_00269,2025-07-25
CUST_00270,2024-10-09
CUST_00271,2023-05-29
CUST_00272,2023-01-20
CUST_00273,2025-07-27
CUST_00274,2023-07-24
CUST_00275,2023-05-31
CUST_00276,2024-03-12
CUST_00277,2025-11-02
CUST_00278,2024-06-27
CUST_00279,2023-09-29
CUST_00280,2024-12-15
CUST_00281,2023-05-21
CUST_00282,2024-05-15
CUST_00283,2025-01-26
CUST_00284,2024-08-06
CUST_00285,2023-11-20
CUST_00286,2025-06-16
CUST_00287,2024-09-11
CUST_00288,2025-12-19
CUST_00289,2023-01-17
CUST_00290,2024-09-05
CUST_00291,2023-08-01
CUST_00292,2023-10-03
CUST_00293,2024-06-25
CUST_00294,2023-08-25
CUST_00295,2023-08-08
CUST_00296,2023-11-15
CUST_00297,2024-07-11
CUST_00298,2024-07-31
CUST_00299,2024-03-07
CUST_00300,2024-12-03
CUST_00301,2024-02-21
CUST_00302,2024-06-24
CUST_00303,2025-11-01
CUST_00304,2025-09-27
CUST_00305,2024-05-29
CUST_00306,2023-04-15
CUST_00307,2023-07-09
CUST_00308,2025-05-17
CUST_00309,2024-07-20
CUST_00310,2023-04-01
CUST_00311,2023-01-08
CUST_00312,2024-11-14
CUST_00313,2023-09-25
CUST_00314,2024-06-20
CUST_00315,2023-11-27
CUST_00316,2025-06-23
CUST_00317,2025-05-25
CUST_00318,2023-01-20
CUST_00319,2023-08-18
CUST_00320,2023-06-04
CUST_00321,2023-11-02
CUST_00322,2023-03-15
CUST_00323,2025-01-26
CUST_00324,2023-10-31
CUST_00325,2025-05-30
CUST_00326,2023-09-19
CUST_00327,2023-03-27
CUST_00328,2024-09-23
CUST_00329,2025-01-16
CUST_00330,2023-03-23
CUST_00331,2025-01-02
CUST_00332,2024-03-06
CUST_00333,2024-05-26
CUST_00334,2023-07-30
CUST_00335,2024-12-25
CUST_00336,2025-04-12
CUST_00337,2023-11-13
CUST_00338,2024-04-29
CUST_00339,2023-11-29
CUST_00340,2023-12-29
CUST_00341,2025-04-24
CUST_00342,2023-02-20
CUST_00343,2024-01-03
CUST_00344,2024-11-11
CUST_00345,2025-04-23
CUST_00346,2024-05-23
CUST_00347,2024-06-30
CUST_00348,2023-11-23
CUST_00349,2023-08-10
CUST_00350,2025-02-22
CUST_00351,2023-03-21
CUST_00352,2025-08-21
CUST_00353,2024-03-31
CUST_00354,2024-02-13
CUST_00355,2025-07-31
CUST_00356,2024-12-17
CUST_00357,2024-09-17
CUST_00358,2024-04-11
CUST_00359,2024-04-01
CUST_00360,2023-02-18
CUST_00361,2024-01-31
CUST_00362,2025-03-27
CUST_00363,2024-11-03
CUST_00364,2024-07-24
CUST_00365,2023-05-23
CUST_00366,2024-07-25
CUST_00367,2024-12-20
CUST_00368,2025-11-09
CUST_00369,2025-03-29
CUST_00370,2024-11-09
CUST_00371,2023-02-26
CUST_00372,2023-08-25
CUST_00373,2024-06-18
CUST_00374,2024-01-01
CUST_00375,2024-06-27
CUST_00376,2023-03-20
CUST_00377,2023-08-11
CUST_00378,2025-06-08
CUST_00379,2024-12-08
CUST_00380,2024-10-04
CUST_00381,2025-06-12
CUST_00382,2025-11-13
CUST_00383,2023-08-25
CUST_00384,2025-02-27
CUST_00385,2024-01-25
CUST_00386,2024-06-05
CUST_00387,2023-04-01
CUST_00388,2025-06-12
CUST_00389,2023-01-04
CUST_00390,2025-11-30
CUST_00391,2024-02-08
CUST_00392,2025-01-15
CUST_00393,2025-06-02
CUST_00394,2023-05-24
CUST_00395,2024-11-07
CUST_00396,2024-10-04
CUST_00397,2023-09-13
CUST_00398,2024-09-07
CUST_00399,2025-11-04
CUST_00400,2024-09-25
CUST_00401,2025-04-16
CUST_00402,2024-10-30
CUST_00403,2025-04-04
CUST_00404,2024-08-28
CUST_00405,2023-09-18
CUST_00406,2024-01-28
CUST_00407,2025-05-11
CUST_00408,2025-02-15
CUST_00409,2023-12-23
CUST_00410,2024-09-08
CUST_00411,2025-04-11
CUST_00412,2023-01-01
CUST_00413,2024-09-14
CUST_00414,2024-08-10
CUST_00415,2024-03-06
CUST_00416,2025-05-30
CUST_00417,2024-10-21
CUST_00418,2025-08-10
CUST_00419,2025-06-23
CUST_00420,2025-06-24
CUST_00421,2024-03-13
CUST_00422,2025-11-12
CUST_00423,2025-08-27
CUST_00424,2023-12-14
CUST_00425,2023-06-23
CUST_00426,2024-08-04
CUST_00427,2025-11-21
CUST_00428,2024-11-17
CUST_00429,2023-07-11
CUST_00430,2024-04-26
CUST_00431,2024-09-27
CUST_00432,2024-04-05
CUST_00433,2024-02-12
CUST_00434,2023-10-29
CUST_00435,2023-02-20
CUST_00436,2023-04-05
CUST_00437,2024-05-16
CUST_00438,2025-08-31
CUST_00439,2023-05-30
CUST_00440,2025-07-21
CUST_00441,2025-04-28
CUST_00442,2024-02-03
CUST_00443,2025-02-25
CUST_00444,2025-10-09
CUST_00445,2025-03-29
CUST_00446,2024-05-14
CUST_00447,2023-10-30
CUST_00448,2023-01-12
CUST_00449,2023-08-07
CUST_00450,2025-05-20
CUST_00451,2024-03-24
CUST_00452,2023-12-27
CUST_00453,2025-11-26
CUST_00454,2025-08-09
CUST_00455,2023-04-13
CUST_00456,2024-05-25
CUST_00457,2023-09-06
CUST_00458,2025-07-23
CUST_00459,2023-10-01
CUST_00460,2025-08-09
CUST_00461,2025-12-23
CUST_00462,2024-10-11
CUST_00463,2025-06-25
CUST_00464,2025-10-30
CUST_00465,2025-05-23
CUST_00466,2025-07-02
CUST_00467,2023-11-22
CUST_00468,2025-08-30
CUST_00469,2025-07-10
CUST_00470,2024-06-14
CUST_00471,2024-05-21
CUST_00472,2024-07-21
CUST_00473,2025-12-03
CUST_00474,2025-09-19
CUST_00475,2024-05-04
CUST_00476,2024-07-16
CUST_00477,2025-06-19
CUST_00478,2023-06-08
CUST_00479,2024-08-08
CUST_00480,2024-04-25
CUST_00481,2024-07-10
CUST_00482,2024-11-18
CUST_00483,2024-10-16
CUST_00484,2023-06-15
CUST_00485,2023-10-11
CUST_00486,2023-11-05
CUST_00487,2024-04-18
CUST_00488,2025-02-23
CUST_00489,2023-11-09
CUST_00490,2024-03-14
CUST_00491,2023-05-12
CUST_00492,2025-04-29
CUST_00493,2025-04-14
CUST_00494,2024-11-08
CUST_00495,2025-08-12
CUST_00496,2025-05-01
CUST_00497,2023-05-08
CUST_00498,2024-02-28
CUST_00499,2025-05-10
CUST_00500,2025-03-08
CUST_00501,2023-02-10
CUST_00502,2025-02-18
CUST_00503,2025-09-03
CUST_00504,2023-01-13
CUST_00505,2024-12-21
CUST_00506,2024-09-03
CUST_00507,2025-03-09
CUST_00508,2025-05-08
CUST_00509,2024-03-27
CUST_00510,2025-09-26
CUST_00511,2024-03-25
CUST_00512,2024-07-12
CUST_00513,2025-06-11
CUST_00514,2025-09-21
CUST_00515,2023-03-01
CUST_00516,2025-03-07
CUST_00517,2024-11-19
CUST_00518,2025-04-08
CUST_00519,2023-12-05
CUST_00520,2025-08-15
CUST_00521,2023-09-19
CUST_00522,2025-12-29
CUST_00523,2023-02-25
CUST_00524,2025-03-17
CUST_00525,2023-02-25
CUST_00526,2023-06-21
CUST_00527,2025-05-27
CUST_00528,2023-10-05
CUST_00529,2025-08-03
CUST_00530,2024-01-08
CUST_00531,2023-04-13
CUST_00532,2024-06-16
CUST_00533,2025-02-15
CUST_00534,2024-11-01
CUST_00535,2024-03-09
CUST_00536,2025-07-20
CUST_00537,2024-10-31
CUST_00538,2024-11-22
CUST_00539,2025-02-15
CUST_00540,2024-07-23
CUST_00541,2025-05-13
CUST_00542,2024-05-31
CUST_00543,2023-06-17
CUST_00544,2025-08-21
CUST_00545,2023-02-09
CUST_00546,2023-04-17
CUST_00547,2024-12-17
CUST_00548,2024-04-04
CUST_00549,2023-05-21
CUST_00550,2023-03-24
CUST_00551,2023-03-05
CUST_00552,2024-05-21
CUST_00553,2024-02-13
CUST_00554,2023-02-11
CUST_00555,2023-11-09
CUST_00556,2024-05-03
CUST_00557,2023-09-16
CUST_00558,2025-08-27
CUST_00559,2023-08-23
CUST_00560,2024-03-22
CUST_00561,2025-08-10
CUST_00562,2024-06-08
CUST_00563,2025-01-25
CUST_00564,2023-12-10
CUST_00565,2023-08-23
CUST_00566,2023-12-02
CUST_00567,2024-09-29
CUST_00568,2023-08-10
CUST_00569,2023-02-22
CUST_00570,2024-09-30
CUST_00571,2025-02-07
CUST_00572,2025-03-23
CUST_00573,2024-02-11
CUST_00574,2023-06-05
CUST_00575,2024-05-12
CUST_00576,2023-07-28
CUST_00577,2024-09-09
CUST_00578,2023-09-05
CUST_00579,2023-03-26
CUST_00580,2024-12-12
CUST_00581,2025-12-27
CUST_00582,2025-05-27
CUST_00583,2025-01-28
CUST_00584,2023-05-22
CUST_00585,2025-11-02
CUST_00586,2024-11-29
CUST_00587,2023-01-26
CUST_00588,2025-05-10
CUST_00589,2025-09-30
CUST_00590,2023-08-05
CUST_00591,2025-06-06
CUST_00592,2025-01-11
CUST_00593,2025-07-30
CUST_00594,2023-11-10
CUST_00595,2025-06-10
CUST_00596,2023-12-27
CUST_00597,2025-12-04
CUST_00598,2024-07-07
CUST_00599,2025-09-17
CUST_00600,2025-08-10
CUST_00601,2025-06-11
CUST_00602,2024-07-03
CUST_00603,2024-10-22
CUST_00604,2024-05-17
CUST_00605,2023-06-27
CUST_00606,2024-07-25
CUST_00607,2025-07-12
CUST_00608,2024-05-14
CUST_00609,2025-08-09
CUST_00610,2025-02-15
CUST_00611,2024-11-19
CUST_00612,2023-02-28
CUST_00613,2025-10-09
CUST_00614,2024-10-27
CUST_00615,2024-01-08
CUST_00616,2025-09-25
CUST_00617,2024-03-10
CUST_00618,2024-12-27
CUST_00619,2024-06-13
CUST_00620,2024-11-28
CUST_00621,2024-07-26
CUST_00622,2024-07-19
CUST_00623,2023-01-21
CUST_00624,2025-11-24
CUST_00625,2024-01-27
CUST_00626,2023-06-25
CUST_00627,2024-05-09
CUST_00628,2025-04-12
CUST_00629,2025-09-27
CUST_00630,2024-05-07
CUST_00631,2025-09-02
CUST_00632,2025-10-02
CUST_00633,2025-07-06
CUST_00634,2023-02-05
CUST_00635,2023-07-10
CUST_00636,2024-08-25
CUST_00637,2024-03-29
CUST_00638,2025-04-08
CUST_00639,2024-05-13
CUST_00640,2024-09-19
CUST_00641,2025-01-25
CUST_00642,2025-08-27
CUST_00643,2025-12-23
CUST_00644,2024-12-05
CUST_00645,2025-05-21
CUST_00646,2024-11-08
CUST_00647,2024-12-21
CUST_00648,2025-07-18
CUST_00649,2024-07-08
CUST_00650,2024-09-19
CUST_00651,2024-05-29
CUST_00652,2024-04-17
CUST_00653,2023-09-05
CUST_00654,2024-01-30
CUST_00655,2024-10-08
CUST_00656,2023-09-02
CUST_00657,2024-01-15
CUST_00658,2024-01-28
CUST_00659,2024-03-19
CUST_00660,2025-09-18
CUST_00661,2024-07-20
CUST_00662,2025-12-10
CUST_00663,2024-08-02
CUST_00664,2023-07-25
CUST_00665,2024-02-02
CUST_00666,2024-08-29
CUST_00667,2024-04-10
CUST_00668,2025-01-09
CUST_00669,2024-01-03
CUST_00670,2024-09-11
CUST_00671,2023-01-29
CUST_00672,2025-12-29
CUST_00673,2023-09-17
CUST_00674,2024-07-15
CUST_00675,2023-04-04
CUST_00676,2023-04-22
CUST_00677,2024-08-21
CUST_00678,2023-09-16
CUST_00679,2025-10-02
CUST_00680,2023-07-30
CUST_00681,2023-01-26
CUST_00682,2024-08-05
CUST_00683,2025-08-19
CUST_00684,2025-09-07
CUST_00685,2025-06-21
CUST_00686,2024-11-28
CUST_00687,2024-01-13
CUST_00688,2023-04-16
CUST_00689,2024-06-01
CUST_00690,2025-09-05
CUST_00691,2023-08-22
CUST_00692,2023-05-14
CUST_00693,2025-03-31
CUST_00694,2025-10-04
CUST_00695,2023-06-01
CUST_00696,2023-04-20
CUST_00697,2023-11-07
CUST_00698,2023-11-02
CUST_00699,2024-09-14
CUST_00700,2023-06-24
CUST_00701,2024-05-23
CUST_00702,2023-08-31
CUST_00703,2025-05-02
CUST_00704,2024-04-07
CUST_00705,2025-12-06
CUST_00706,2025-02-18
CUST_00707,2025-07-11
CUST_00708,2025-06-25
CUST_00709,2024-08-31
CUST_00710,2025-05-28
CUST_00711,2024-09-17
CUST_00712,2023-05-04
CUST_00713,2023-07-23
CUST_00714,2024-03-01
CUST_00715,2024-03-08
CUST_00716,2024-06-25
CUST_00717,2023-06-16
CUST_00718,2023-11-18
CUST_00719,2024-05-06
CUST_00720,2023-12-22
CUST_00721,2023-06-03
CUST_00722,2023-11-17
CUST_00723,2023-01-06
CUST_00724,2025-04-16
CUST_00725,2025-07-11
CUST_00726,2025-08-20
CUST_00727,2024-08-19
CUST_00728,2023-03-08
CUST_00729,2024-04-19
CUST_00730,2024-08-13
CUST_00731,2024-08-02
CUST_00732,2025-07-18
CUST_00733,2023-05-26
CUST_00734,2024-04-23
CUST_00735,2024-06-25
CUST_00736,2024-02-10
CUST_00737,2025-05-20
CUST_00738,2023-08-24
CUST_00739,2024-04-05
CUST_00740,2023-11-02
CUST_00741,2024-06-28
CUST_00742,2023-10-19
CUST_00743,2023-05-27
CUST_00744,2023-05-03
CUST_00745,2023-12-06
CUST_00746,2024-09-21
CUST_00747,2024-08-14
CUST_00748,2025-06-18
CUST_00749,2023-09-12
CUST_00750,2025-08-17
CUST_00751,2024-09-14
CUST_00752,2025-04-04
CUST_00753,2024-07-11
CUST_00754,2025-10-21
CUST_00755,2025-10-08
CUST_00756,2025-06-15
CUST_00757,2023-06-14
CUST_00758,2023-03-23
CUST_00759,2025-06-03
CUST_00760,2024-10-22
CUST_00761,2024-05-27
CUST_00762,2023-02-22
CUST_00763,2023-07-07
CUST_00764,2024-04-13
CUST_00765,2023-02-12
CUST_00766,2024-07-05
CUST_00767,2023-03-24
CUST_00768,2023-12-25
CUST_00769,2025-08-21
CUST_00770,2025-11-28
CUST_00771,2025-06-24
CUST_00772,2024-07-23
CUST_00773,2024-01-07
CUST_00774,2025-06-11
CUST_00775,2025-10-04
CUST_00776,2023-07-06
CUST_00777,2025-08-20
CUST_00778,2024-12-13
CUST_00779,2025-04-16
CUST_00780,2024-11-13
CUST_00781,2024-10-19
CUST_00782,2023-08-03
CUST_00783,2023-11-26
CUST_00784,2024-11-06
CUST_00785,2025-04-23
CUST_00786,2025-10-11
CUST_00787,2024-08-13
CUST_00788,2025-03-31
CUST_00789,2023-03-17
CUST_00790,2025-07-20
CUST_00791,2023-06-30
CUST_00792,2024-10-06
CUST_00793,2024-05-31
CUST_00794,2024-10-24
CUST_00795,2023-08-26
CUST_00796,2025-04-07
CUST_00797,2025-11-19
CUST_00798,2023-01-03
CUST_00799,2025-08-04
CUST_00800,2025-04-26
CUST_00801,2023-04-22
CUST_00802,2024-01-20
CUST_00803,2025-11-27
CUST_00804,2025-01-10
CUST_00805,2025-10-17
CUST_00806,2025-06-24
CUST_00807,2023-04-16
CUST_00808,2024-02-21
CUST_00809,2024-06-30
CUST_00810,2023-09-26
CUST_00811,2024-08-12
CUST_00812,2025-06-16
CUST_00813,2025-09-19
CUST_00814,2023-09-06
CUST_00815,2023-03-01
CUST_00816,2024-05-05
CUST_00817,2023-11-21
CUST_00818,2024-09-28
CUST_00819,2023-01-29
CUST_00820,2025-04-15
CUST_00821,2023-07-10
CUST_00822,2024-04-05
CUST_00823,2023-08-21
CUST_00824,2025-08-03
CUST_00825,2023-08-29
CUST_00826,2023-11-12
CUST_00827,2025-10-17
CUST_00828,2024-08-20
CUST_00829,2025-11-08
CUST_00830,2024-07-13
CUST_00831,2025-04-30
CUST_00832,2025-09-15
CUST_00833,2025-08-25
CUST_00834,2024-05-14
CUST_00835,2025-07-24
CUST_00836,2023-10-24
CUST_00837,2025-02-24
CUST_00838,2024-01-26
CUST_00839,2025-11-06
CUST_00840,2023-10-07
CUST_00841,2023-05-23
CUST_00842,2024-07-19
CUST_00843,2025-04-29
CUST_00844,2024-11-27
CUST_00845,2025-11-05
CUST_00846,2024-07-01
CUST_00847,2023-01-06
CUST_00848,2024-08-02
CUST_00849,2024-09-03
CUST_00850,2025-09-29
CUST_00851,2023-11-01
CUST_00852,2025-07-03
CUST_00853,2025-09-18
CUST_00854,2024-12-07
CUST_00855,2024-11-11
CUST_00856,2025-02-11
CUST_00857,2025-07-21
CUST_00858,2024-10-21
CUST_00859,2024-01-22
CUST_00860,2024-05-04
CUST_00861,2025-02-23
CUST_00862,2024-04-23
CUST_00863,2025-04-21
CUST_00864,2023-03-31
CUST_00865,2024-10-13
CUST_00866,2025-08-26
CUST_00867,2025-02-19
CUST_00868,2025-03-01
CUST_00869,2023-11-08
CUST_00870,2025-10-11
CUST_00871,2023-03-17
CUST_00872,2023-09-16
CUST_00873,2025-10-25
CUST_00874,2024-11-10
CUST_00875,2023-07-25
CUST_00876,2025-06-20
CUST_00877,2023-07-24
CUST_00878,2025-12-13
CUST_00879,2025-07-24
CUST_00880,2023-02-01
CUST_00881,2023-10-23
CUST_00882,2025-04-19
CUST_00883,2023-11-13
CUST_00884,2023-06-03
CUST_00885,2025-08-19
CUST_00886,2024-06-26
CUST_00887,2024-11-24
CUST_00888,2025-03-25
CUST_00889,2023-06-14
CUST_00890,2024-11-03
CUST_00891,2025-12-28
CUST_00892,2025-02-17
CUST_00893,2024-10-10
CUST_00894,2025-09-26
CUST_00895,2023-03-15
CUST_00896,2023-05-21
CUST_00897,2024-04-25
CUST_00898,2024-08-11
CUST_00899,2024-04-10
CUST_00900,2023-07-05
CUST_00901,2025-06-07
CUST_00902,2023-07-21
CUST_00903,2023-07-25
CUST_00904,2025-06-27
CUST_00905,2023-12-07
CUST_00906,2024-09-05
CUST_00907,2023-03-01
CUST_00908,2023-04-05
CUST_00909,2024-10-26
CUST_00910,2023-04-25
CUST_00911,2024-08-23
CUST_00912,2025-01-04
CUST_00913,2025-02-06
CUST_00914,2025-06-01
CUST_00915,2023-10-26
CUST_00916,2024-05-15
CUST_00917,2025-12-23
CUST_00918,2025-04-23
CUST_00919,2024-01-04
CUST_00920,2023-12-15
CUST_00921,2023-12-25
CUST_00922,2023-06-11
CUST_00923,2025-02-22
CUST_00924,2024-05-08
CUST_00925,2025-10-16
CUST_00926,2023-10-21
CUST_00927,2024-04-20
CUST_00928,2025-08-02
CUST_00929,2024-06-04
CUST_00930,2025-07-30
CUST_00931,2024-06-06
CUST_00932,2023-01-20
CUST_00933,2025-08-10
CUST_00934,2024-08-12
CUST_00935,2023-11-20
CUST_00936,2023-06-01
CUST_00937,2025-06-23
CUST_00938,2024-12-08
CUST_00939,2024-09-04
CUST_00940,2025-05-18
CUST_00941,2024-05-27
CUST_00942,2025-07-24
CUST_00943,2024-09-10
CUST_00944,2024-02-12
CUST_00945,2025-02-26
CUST_00946,2025-09-16
CUST_00947,2023-08-07
CUST_00948,2024-04-30
CUST_00949,2025-02-20
CUST_00950,2025-01-05
CUST_00951,2024-08-28
CUST_00952,2024-08-27
CUST_00953,2023-02-14
CUST_00954,2025-03-21
CUST_00955,2024-07-16
CUST_00956,2023-01-17
CUST_00957,2023-04-11
CUST_00958,2025-10-14
CUST_00959,2024-08-09
CUST_00960,2024-04-16
CUST_00961,2024-12-22
CUST_00962,2024-03-24
CUST_00963,2024-01-25
CUST_00964,2024-05-28
CUST_00965,2023-10-08
CUST_00966,2023-07-18
CUST_00967,2023-03-22
CUST_00968,2024-09-24
CUST_00969,2025-06-21
CUST_00970,2023-03-10
CUST_00971,2025-01-17
CUST_00972,2023-09-27
CUST_00973,2023-07-04
CUST_00974,2024-08-27
CUST_00975,2024-10-31
CUST_00976,2025-04-30
CUST_00977,2023-12-26
CUST_00978,2024-02-16
CUST_00979,2023-09-28
CUST_00980,2025-01-19
CUST_00981,2025-12-23
CUST_00982,2025-10-24
CUST_00983,2024-07-12
CUST_00984,2023-12-03
CUST_00985,2024-06-10
CUST_00986,2025-09-13
CUST_00987,2024-08-27
CUST_00988,2024-11-24
CUST_00989,2023-08-24
CUST_00990,2025-08-17
CUST_00991,2023-06-04
CUST_00992,2023-10-16
CUST_00993,2024-04-07
CUST_00994,2025-03-24
CUST_00995,2025-01-19
CUST_00996,2023-07-04
CUST_00997,2025-03-19
CUST_00998,2023-01-29
